GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,TRUSTA,RES_ONLYA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME_E,RNGE001,RNGE002,RNGE003,RNGE004,RNGE005,RNGE006,RNGE007,RNGE008,RNGE009,RNGE010,RNGE011,RNGE012,RNGE013,RNGE014,RNGE015,RNGE016,RNGE017,RNHE001,NAME_M,RNGM001,RNGM002,RNGM003,RNGM004,RNGM005,RNGM006,RNGM007,RNGM008,RNGM009,RNGM010,RNGM011,RNGM012,RNGM013,RNGM014,RNGM015,RNGM016,RNGM017,RNHM001,GEOID10
"G41003509713005","2005-2009",,,"Oregon","41","Klamath County","035",,,"971300","5",,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 9713, Klamath County, Oregon",893,18,34,58,104,14,57,16,43,25,148,62,127,74,51,10,52,58321,"Block Group 5, Census Tract 9713, Klamath County, Oregon",123,27,36,53,83,23,44,25,54,34,82,47,78,50,59,17,62,5739,"410359713005"
"G41003509713006","2005-2009",,,"Oregon","41","Klamath County","035",,,"971300","6",,,,,,,,,,,,,,,,,,,,,,"Block Group 6, Census Tract 9713, Klamath County, Oregon",384,26,0,47,0,43,0,0,9,61,28,35,54,44,37,0,0,53036,"Block Group 6, Census Tract 9713, Klamath County, Oregon",85,32,123,71,123,41,123,123,15,45,29,37,48,41,30,123,123,19844,"410359713006"
"G41003509714001","2005-2009",,,"Oregon","41","Klamath County","035",,,"971400","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9714, Klamath County, Oregon",253,26,20,13,10,18,0,11,11,19,24,34,44,23,0,0,0,47303,"Block Group 1, Census Tract 9714, Klamath County, Oregon",59,22,24,20,16,23,123,18,19,21,29,36,35,20,123,123,123,23566,"410359714001"
"G41003509714002","2005-2009",,,"Oregon","41","Klamath County","035",,,"971400","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9714, Klamath County, Oregon",514,47,34,21,33,12,0,9,28,0,93,89,102,31,15,0,0,58485,"Block Group 2, Census Tract 9714, Klamath County, Oregon",80,51,39,32,33,19,123,15,30,123,57,49,66,30,24,123,123,8157,"410359714002"
"G41003509714003","2005-2009",,,"Oregon","41","Klamath County","035",,,"971400","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9714, Klamath County, Oregon",278,25,18,0,0,24,46,46,0,21,37,7,32,22,0,0,0,38913,"Block Group 3, Census Tract 9714, Klamath County, Oregon",84,39,28,123,123,27,28,67,123,24,29,14,29,33,123,123,123,9081,"410359714003"
"G41003509714004","2005-2009",,,"Oregon","41","Klamath County","035",,,"971400","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 9714, Klamath County, Oregon",462,0,10,11,28,31,69,21,29,0,74,49,100,20,14,0,6,54792,"Block Group 4, Census Tract 9714, Klamath County, Oregon",71,123,15,16,31,38,65,21,31,123,35,39,56,25,17,123,10,9659,"410359714004"
"G41003509714005","2005-2009",,,"Oregon","41","Klamath County","035",,,"971400","5",,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 9714, Klamath County, Oregon",503,13,18,42,21,51,32,48,47,26,32,62,66,40,0,5,0,43029,"Block Group 5, Census Tract 9714, Klamath County, Oregon",86,19,28,38,34,46,34,52,40,29,29,54,45,35,123,10,123,11102,"410359714005"
"G41003509715001","2005-2009",,,"Oregon","41","Klamath County","035",,,"971500","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9715, Klamath County, Oregon",273,16,0,0,26,26,0,53,61,30,28,8,11,0,14,0,0,42422,"Block Group 1, Census Tract 9715, Klamath County, Oregon",59,26,123,123,29,28,123,39,43,28,31,14,18,123,21,123,123,5253,"410359715001"
"G41003509715002","2005-2009",,,"Oregon","41","Klamath County","035",,,"971500","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9715, Klamath County, Oregon",493,71,65,23,50,56,104,10,18,32,21,26,17,0,0,0,0,27688,"Block Group 2, Census Tract 9715, Klamath County, Oregon",97,50,39,25,36,42,77,16,23,50,32,37,26,123,123,123,123,5464,"410359715002"
"G41003509715003","2005-2009",,,"Oregon","41","Klamath County","035",,,"971500","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9715, Klamath County, Oregon",289,28,50,49,38,11,33,15,0,9,9,0,47,0,0,0,0,22431,"Block Group 3, Census Tract 9715, Klamath County, Oregon",87,30,61,47,34,19,30,21,123,14,15,123,51,123,123,123,123,8953,"410359715003"
"G41003509715004","2005-2009",,,"Oregon","41","Klamath County","035",,,"971500","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 9715, Klamath County, Oregon",331,44,20,11,11,31,69,0,0,14,25,18,47,0,30,11,0,33493,"Block Group 4, Census Tract 9715, Klamath County, Oregon",75,38,23,18,19,32,49,123,123,22,28,27,44,123,48,17,123,19369,"410359715004"
"G41003509715005","2005-2009",,,"Oregon","41","Klamath County","035",,,"971500","5",,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 9715, Klamath County, Oregon",546,12,25,8,41,73,11,28,66,64,45,65,63,27,18,0,0,45833,"Block Group 5, Census Tract 9715, Klamath County, Oregon",95,18,26,12,27,52,17,29,65,39,27,51,62,33,27,123,123,6535,"410359715005"
"G41003509716001","2005-2009",,,"Oregon","41","Klamath County","035",,,"971600","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9716, Klamath County, Oregon",252,9,105,53,0,0,40,16,0,15,0,14,0,0,0,0,0,16579,"Block Group 1, Census Tract 9716, Klamath County, Oregon",90,14,70,52,123,123,59,28,123,25,123,21,123,123,123,123,123,7456,"410359716001"
"G41003509716002","2005-2009",,,"Oregon","41","Klamath County","035",,,"971600","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9716, Klamath County, Oregon",453,20,84,59,41,38,69,0,19,0,33,0,20,70,0,0,0,27163,"Block Group 2, Census Tract 9716, Klamath County, Oregon",91,24,54,45,36,32,63,123,23,123,35,123,24,54,123,123,123,7055,"410359716002"
"G41003509716003","2005-2009",,,"Oregon","41","Klamath County","035",,,"971600","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9716, Klamath County, Oregon",378,81,27,108,50,28,9,0,6,6,0,40,23,0,0,0,0,19022,"Block Group 3, Census Tract 9716, Klamath County, Oregon",108,60,23,78,36,39,14,123,10,10,123,48,26,123,123,123,123,2501,"410359716003"
"G41003509716004","2005-2009",,,"Oregon","41","Klamath County","035",,,"971600","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 9716, Klamath County, Oregon",315,77,25,105,30,27,0,0,20,0,0,15,0,0,0,16,0,18096,"Block Group 4, Census Tract 9716, Klamath County, Oregon",109,79,27,67,38,40,123,123,25,123,123,26,123,123,123,25,123,2655,"410359716004"
"G41003509717001","2005-2009",,,"Oregon","41","Klamath County","035",,,"971700","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9717, Klamath County, Oregon",468,147,8,0,88,31,49,0,19,15,27,10,31,33,10,0,0,24674,"Block Group 1, Census Tract 9717, Klamath County, Oregon",94,63,13,123,60,29,40,123,22,23,28,16,41,24,16,123,123,5328,"410359717001"
"G41003509717002","2005-2009",,,"Oregon","41","Klamath County","035",,,"971700","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9717, Klamath County, Oregon",367,0,13,42,11,34,55,0,0,23,57,31,33,27,0,17,24,52292,"Block Group 2, Census Tract 9717, Klamath County, Oregon",90,123,21,47,17,42,66,123,123,26,36,27,27,30,123,21,26,19630,"410359717002"
"G41003509717003","2005-2009",,,"Oregon","41","Klamath County","035",,,"971700","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9717, Klamath County, Oregon",298,83,26,13,9,20,11,8,39,28,32,7,22,0,0,0,0,29444,"Block Group 3, Census Tract 9717, Klamath County, Oregon",82,81,25,20,14,22,17,14,53,40,30,13,33,123,123,123,123,27758,"410359717003"
"G41003509717004","2005-2009",,,"Oregon","41","Klamath County","035",,,"971700","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 9717, Klamath County, Oregon",171,16,17,37,18,0,42,11,0,0,22,0,8,0,0,0,0,24479,"Block Group 4, Census Tract 9717, Klamath County, Oregon",53,25,21,31,21,123,34,17,123,123,31,123,14,123,123,123,123,15915,"410359717004"
"G41003509718001","2005-2009",,,"Oregon","41","Klamath County","035",,,"971800","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9718, Klamath County, Oregon",386,30,19,28,77,0,14,5,16,22,52,58,27,0,17,17,4,47955,"Block Group 1, Census Tract 9718, Klamath County, Oregon",80,30,23,43,68,123,20,8,24,27,41,49,26,123,19,27,10,21358,"410359718001"
"G41003509718002","2005-2009",,,"Oregon","41","Klamath County","035",,,"971800","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9718, Klamath County, Oregon",301,20,26,92,33,0,9,10,17,20,9,0,53,12,0,0,0,20947,"Block Group 2, Census Tract 9718, Klamath County, Oregon",85,38,27,75,52,123,14,16,27,24,15,123,48,16,123,123,123,17823,"410359718002"
"G41003509718003","2005-2009",,,"Oregon","41","Klamath County","035",,,"971800","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9718, Klamath County, Oregon",465,124,123,34,33,45,10,5,21,37,12,4,9,0,8,0,0,14558,"Block Group 3, Census Tract 9718, Klamath County, Oregon",115,86,90,32,38,45,16,13,34,46,19,9,14,123,13,123,123,4985,"410359718003"
"G41003509719001","2005-2009",,,"Oregon","41","Klamath County","035",,,"971900","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9719, Klamath County, Oregon",358,9,65,0,8,36,54,62,8,27,18,0,46,9,0,9,7,37782,"Block Group 1, Census Tract 9719, Klamath County, Oregon",90,14,48,123,12,44,58,68,13,43,19,123,39,14,123,16,12,8994,"410359719001"
"G41003509719002","2005-2009",,,"Oregon","41","Klamath County","035",,,"971900","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9719, Klamath County, Oregon",316,45,30,14,88,44,34,0,9,0,7,20,16,9,0,0,0,23241,"Block Group 2, Census Tract 9719, Klamath County, Oregon",94,45,46,15,69,46,46,123,15,123,11,20,18,14,123,123,123,4660,"410359719002"
"G41003509719003","2005-2009",,,"Oregon","41","Klamath County","035",,,"971900","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9719, Klamath County, Oregon",236,11,24,21,15,25,46,4,0,9,17,54,0,10,0,0,0,31897,"Block Group 3, Census Tract 9719, Klamath County, Oregon",62,18,22,25,19,24,40,8,123,14,18,62,123,16,123,123,123,8104,"410359719003"
"G41003509719004","2005-2009",,,"Oregon","41","Klamath County","035",,,"971900","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 9719, Klamath County, Oregon",261,0,26,37,49,8,21,31,8,21,21,8,15,16,0,0,0,32813,"Block Group 4, Census Tract 9719, Klamath County, Oregon",70,123,25,29,50,12,24,37,13,23,23,14,17,20,123,123,123,14283,"410359719004"
"G41003509719005","2005-2009",,,"Oregon","41","Klamath County","035",,,"971900","5",,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 9719, Klamath County, Oregon",219,9,9,68,17,9,8,32,9,0,51,7,0,0,0,0,0,26806,"Block Group 5, Census Tract 9719, Klamath County, Oregon",100,14,15,76,20,14,12,39,14,123,57,11,123,123,123,123,123,19146,"410359719005"
"G41003509720001","2005-2009",,,"Oregon","41","Klamath County","035",,,"972000","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9720, Klamath County, Oregon",359,0,20,6,124,0,0,32,6,76,10,22,47,0,5,11,0,39805,"Block Group 1, Census Tract 9720, Klamath County, Oregon",150,123,22,9,140,123,123,47,10,47,15,20,34,123,9,17,123,20796,"410359720001"
"G41003509720002","2005-2009",,,"Oregon","41","Klamath County","035",,,"972000","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9720, Klamath County, Oregon",345,5,33,21,8,53,33,0,0,10,48,48,49,24,8,0,5,52552,"Block Group 2, Census Tract 9720, Klamath County, Oregon",85,10,30,22,12,43,32,123,123,17,50,38,51,23,13,123,9,26104,"410359720002"
"G41003509720003","2005-2009",,,"Oregon","41","Klamath County","035",,,"972000","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9720, Klamath County, Oregon",595,11,9,42,58,65,25,9,7,0,76,79,45,25,27,28,89,56696,"Block Group 3, Census Tract 9720, Klamath County, Oregon",110,17,15,36,40,66,24,15,13,123,67,61,35,27,23,25,75,15834,"410359720003"
"G41003509720004","2005-2009",,,"Oregon","41","Klamath County","035",,,"972000","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 9720, Klamath County, Oregon",323,53,13,0,16,8,19,53,9,8,9,43,62,14,0,16,0,39922,"Block Group 4, Census Tract 9720, Klamath County, Oregon",66,32,15,123,26,13,22,57,15,14,15,31,48,17,123,26,123,27679,"410359720004"
"G41003709601001","2005-2009",,,"Oregon","41","Lake County","037",,,"960100","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9601, Lake County, Oregon",611,100,50,56,68,86,15,18,42,48,20,36,21,38,0,0,13,26607,"Block Group 1, Census Tract 9601, Lake County, Oregon",89,45,28,32,36,43,13,15,27,29,12,25,17,23,123,123,18,2586,"410379601001"
"G41003709601002","2005-2009",,,"Oregon","41","Lake County","037",,,"960100","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9601, Lake County, Oregon",363,36,22,34,34,36,34,19,40,6,56,31,7,8,0,0,0,33657,"Block Group 2, Census Tract 9601, Lake County, Oregon",71,31,16,22,20,18,25,16,23,10,24,16,8,10,123,123,123,6285,"410379601002"
"G41003709602001","2005-2009",,,"Oregon","41","Lake County","037",,,"960200","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9602, Lake County, Oregon",314,17,0,41,17,0,13,14,47,0,23,67,50,11,0,14,0,55870,"Block Group 1, Census Tract 9602, Lake County, Oregon",68,26,123,47,25,123,20,20,64,123,33,40,44,17,123,23,123,32417,"410379602001"
"G41003709602002","2005-2009",,,"Oregon","41","Lake County","037",,,"960200","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9602, Lake County, Oregon",341,18,42,0,0,31,13,45,11,8,6,113,27,0,0,8,19,53542,"Block Group 2, Census Tract 9602, Lake County, Oregon",103,28,44,123,123,34,19,34,18,13,15,70,41,123,123,12,27,29341,"410379602002"
"G41003709602003","2005-2009",,,"Oregon","41","Lake County","037",,,"960200","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9602, Lake County, Oregon",371,36,51,15,48,18,22,0,55,0,21,42,44,19,0,0,0,32750,"Block Group 3, Census Tract 9602, Lake County, Oregon",95,45,32,17,48,24,28,123,44,123,22,29,31,28,123,123,123,18787,"410379602003"
"G41003709602004","2005-2009",,,"Oregon","41","Lake County","037",,,"960200","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 9602, Lake County, Oregon",452,32,24,31,48,60,25,33,11,14,29,67,58,0,8,7,5,35682,"Block Group 4, Census Tract 9602, Lake County, Oregon",97,36,24,27,31,56,30,24,30,21,26,53,43,123,12,11,8,9946,"410379602004"
"G41003709602005","2005-2009",,,"Oregon","41","Lake County","037",,,"960200","5",,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 9602, Lake County, Oregon",351,14,9,35,27,11,33,37,19,9,42,46,46,18,0,0,5,43750,"Block Group 5, Census Tract 9602, Lake County, Oregon",72,19,15,29,25,15,31,47,19,16,39,33,31,20,123,123,8,9991,"410379602005"
"G41003709602006","2005-2009",,,"Oregon","41","Lake County","037",,,"960200","6",,,,,,,,,,,,,,,,,,,,,,"Block Group 6, Census Tract 9602, Lake County, Oregon",253,6,0,0,56,0,0,30,37,29,0,32,55,0,8,0,0,42331,"Block Group 6, Census Tract 9602, Lake County, Oregon",89,9,123,123,51,123,123,46,51,30,123,37,50,123,13,123,123,20560,"410379602006"
"G41003709602007","2005-2009",,,"Oregon","41","Lake County","037",,,"960200","7",,,,,,,,,,,,,,,,,,,,,,"Block Group 7, Census Tract 9602, Lake County, Oregon",192,39,29,20,14,46,0,0,0,0,14,0,0,20,10,0,0,21429,"Block Group 7, Census Tract 9602, Lake County, Oregon",50,40,32,31,21,40,123,123,123,123,21,123,123,34,17,123,123,11979,"410379602007"
"G41003900001001","2005-2009",,,"Oregon","41","Lane County","039",,,"000100","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1, Lane County, Oregon",354,0,8,30,0,41,51,24,62,36,0,23,27,28,0,24,0,43427,"Block Group 1, Census Tract 1, Lane County, Oregon",90,123,15,33,123,37,66,26,72,42,123,25,34,32,123,27,123,8091,"410390001001"
"G41003900001002","2005-2009",,,"Oregon","41","Lane County","039",,,"000100","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1, Lane County, Oregon",647,27,0,35,14,50,40,12,12,0,137,50,73,116,11,57,13,57395,"Block Group 2, Census Tract 1, Lane County, Oregon",89,31,123,56,22,61,36,18,18,123,95,40,51,61,17,45,20,19084,"410390001002"
"G41003900001003","2005-2009",,,"Oregon","41","Lane County","039",,,"000100","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 1, Lane County, Oregon",427,51,6,26,26,22,21,26,46,19,32,52,46,42,6,6,0,43807,"Block Group 3, Census Tract 1, Lane County, Oregon",81,38,10,26,25,21,17,24,38,18,29,36,29,35,10,9,123,5602,"410390001003"
"G41003900001004","2005-2009",,,"Oregon","41","Lane County","039",,,"000100","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 1, Lane County, Oregon",367,0,19,43,19,13,48,21,38,12,27,79,19,11,13,5,0,43177,"Block Group 4, Census Tract 1, Lane County, Oregon",74,123,18,38,14,16,41,15,37,13,19,66,18,12,15,9,123,7624,"410390001004"
"G41003900001005","2005-2009",,,"Oregon","41","Lane County","039",,,"000100","5",,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 1, Lane County, Oregon",302,6,45,7,39,20,0,14,39,33,28,12,27,32,0,0,0,43643,"Block Group 5, Census Tract 1, Lane County, Oregon",67,10,39,11,29,19,123,15,47,23,19,14,21,23,123,123,123,6296,"410390001005"
"G41003900002001","2005-2009",,,"Oregon","41","Lane County","039",,,"000200","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2, Lane County, Oregon",598,22,0,10,20,0,49,8,0,0,22,112,109,79,112,25,30,85938,"Block Group 1, Census Tract 2, Lane County, Oregon",64,24,123,14,23,123,34,12,123,123,23,52,47,37,50,26,28,14801,"410390002001"
"G41003900002002","2005-2009",,,"Oregon","41","Lane County","039",,,"000200","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2, Lane County, Oregon",442,20,30,33,25,19,20,31,9,40,30,70,41,24,13,23,14,49531,"Block Group 2, Census Tract 2, Lane County, Oregon",56,19,24,21,20,18,18,20,9,27,14,35,27,16,15,19,14,7816,"410390002002"
"G41003900002003","2005-2009",,,"Oregon","41","Lane County","039",,,"000200","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2, Lane County, Oregon",307,19,22,15,0,9,8,24,28,26,28,38,46,19,11,3,11,50568,"Block Group 3, Census Tract 2, Lane County, Oregon",49,16,12,18,123,9,10,20,25,17,23,21,19,13,10,4,13,8787,"410390002003"
"G41003900002004","2005-2009",,,"Oregon","41","Lane County","039",,,"000200","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 2, Lane County, Oregon",637,31,36,51,32,101,21,60,10,51,36,52,68,24,29,24,11,37372,"Block Group 4, Census Tract 2, Lane County, Oregon",66,49,24,46,28,65,24,62,15,53,26,30,48,15,26,22,16,8700,"410390002004"
"G41003900003001","2005-2009",,,"Oregon","41","Lane County","039",,,"000300","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 3, Lane County, Oregon",380,0,0,0,22,22,24,0,24,19,49,49,33,24,27,23,64,71216,"Block Group 1, Census Tract 3, Lane County, Oregon",41,123,123,123,24,25,22,123,25,22,33,43,30,23,25,25,37,24113,"410390003001"
"G41003900003002","2005-2009",,,"Oregon","41","Lane County","039",,,"000300","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 3, Lane County, Oregon",439,60,7,11,7,19,15,34,20,12,52,58,61,42,16,10,15,56597,"Block Group 2, Census Tract 3, Lane County, Oregon",53,41,10,10,8,14,23,27,19,9,23,31,24,23,12,9,18,7956,"410390003002"
"G41003900004021","2005-2009",,,"Oregon","41","Lane County","039",,,"000402","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4.02, Lane County, Oregon",320,0,0,0,19,20,20,23,44,15,88,20,32,29,0,10,0,51357,"Block Group 1, Census Tract 4.02, Lane County, Oregon",67,123,123,123,21,24,24,26,27,18,60,21,30,28,123,16,123,4683,"410390004021"
"G41003900004022","2005-2009",,,"Oregon","41","Lane County","039",,,"000402","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4.02, Lane County, Oregon",334,0,11,0,0,16,20,6,36,15,23,82,32,44,13,20,16,72558,"Block Group 2, Census Tract 4.02, Lane County, Oregon",74,123,17,123,123,19,21,11,37,23,23,67,25,37,20,27,20,15735,"410390004022"
"G41003900004023","2005-2009",,,"Oregon","41","Lane County","039",,,"000402","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 4.02, Lane County, Oregon",644,12,38,73,27,0,37,27,82,22,27,84,79,29,29,48,30,55370,"Block Group 3, Census Tract 4.02, Lane County, Oregon",69,18,33,53,31,123,26,22,66,24,28,44,48,27,27,30,27,18058,"410390004023"
"G41003900004031","2005-2009",,,"Oregon","41","Lane County","039",,,"000403","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4.03, Lane County, Oregon",718,8,12,22,44,0,38,0,40,41,48,177,202,78,0,0,8,64796,"Block Group 1, Census Tract 4.03, Lane County, Oregon",102,13,15,24,38,123,33,123,33,33,36,82,80,45,123,123,12,7590,"410390004031"
"G41003900004032","2005-2009",,,"Oregon","41","Lane County","039",,,"000403","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4.03, Lane County, Oregon",596,0,54,30,55,27,101,66,20,28,52,67,60,18,18,0,0,37153,"Block Group 2, Census Tract 4.03, Lane County, Oregon",116,123,48,49,61,31,87,58,24,29,42,38,41,21,28,123,123,8938,"410390004032"
"G41003900004033","2005-2009",,,"Oregon","41","Lane County","039",,,"000403","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 4.03, Lane County, Oregon",364,46,58,7,12,24,60,13,11,10,21,37,42,0,0,9,14,32365,"Block Group 3, Census Tract 4.03, Lane County, Oregon",95,32,56,13,20,27,68,19,17,16,23,31,43,123,123,15,22,6967,"410390004033"
"G41003900004034","2005-2009",,,"Oregon","41","Lane County","039",,,"000403","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 4.03, Lane County, Oregon",297,23,7,27,46,34,12,29,37,14,36,0,32,0,0,0,0,32396,"Block Group 4, Census Tract 4.03, Lane County, Oregon",69,25,11,27,55,22,18,32,32,22,32,123,28,123,123,123,123,13782,"410390004034"
"G41003900004041","2005-2009",,,"Oregon","41","Lane County","039",,,"000404","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4.04, Lane County, Oregon",294,0,10,12,27,0,62,0,0,0,31,73,41,23,15,0,0,63194,"Block Group 1, Census Tract 4.04, Lane County, Oregon",69,123,17,18,28,123,37,123,123,123,26,68,41,25,17,123,123,17124,"410390004041"
"G41003900004042","2005-2009",,,"Oregon","41","Lane County","039",,,"000404","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4.04, Lane County, Oregon",373,25,27,12,12,8,0,9,47,0,59,79,36,22,26,0,11,54271,"Block Group 2, Census Tract 4.04, Lane County, Oregon",76,26,32,20,19,14,123,15,49,123,37,54,26,25,20,123,17,11212,"410390004042"
