GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,AIANHHA,URBRURALA,NAME,HD1001,HD1002,HD1003,HD1004,HD1005,HD1006,HD1007,HD1008,HD1009,HD1010,HD1011,HD1012,HD1013,HD1014,HD1015,HD1016,HD1017,HD1018,HD1019,HD1020,HD1021,HD1022,HD1023,HD1024,HD1025,HD1026,HD1027,HD1028,HD1029,HD1030,HD1031,HD1032
"G53003909502002","2000","Washington","53","Klickitat","039",,,"950200","2",,,"Block Group 2",3,0,0,0,8,4,5,12,62,19,19,8,4,5,0,0,0,0,5,4,10,3,4,4,60,16,33,3,20,2,2,0
"G53003909502003","2000","Washington","53","Klickitat","039",,,"950200","3",,,"Block Group 3",13,0,8,28,14,0,11,49,202,28,65,19,21,14,0,7,0,4,4,31,15,23,14,9,210,62,70,17,16,9,5,0
"G53003909502004","2000","Washington","53","Klickitat","039",,,"950200","4",,,"Block Group 4",0,7,0,20,0,0,6,10,64,36,56,6,29,20,10,7,0,0,0,4,7,4,17,13,88,33,42,15,42,11,11,4
"G53003909502005","2000","Washington","53","Klickitat","039",,,"950200","5",,,"Block Group 5",0,0,0,7,4,5,7,17,69,14,59,29,29,10,0,6,0,0,0,0,12,3,0,5,95,14,41,25,15,18,0,0
"G53003909503001","2000","Washington","53","Klickitat","039",,,"950300","1",,,"Block Group 1",1,0,9,8,0,14,9,11,94,35,28,19,33,21,4,5,9,0,0,5,0,7,8,7,72,25,58,10,48,32,0,0
"G53003909503002","2000","Washington","53","Klickitat","039",,,"950300","2",,,"Block Group 2",40,0,1,11,11,6,10,8,110,4,19,9,34,9,0,0,0,0,0,9,2,3,6,0,125,19,22,17,24,1,0,0
"G53003909503003","2000","Washington","53","Klickitat","039",,,"950300","3",,,"Block Group 3",0,0,0,14,0,11,0,13,129,49,24,39,40,18,31,0,0,0,0,21,9,0,0,17,83,4,121,24,29,26,5,0
"G53003909503004","2000","Washington","53","Klickitat","039",,,"950300","4",,,"Block Group 4",0,0,11,20,19,0,4,0,100,48,58,19,67,34,5,0,0,0,5,8,8,5,23,8,93,51,74,50,81,31,0,0
"G53003909503005","2000","Washington","53","Klickitat","039",,,"950300","5",,,"Block Group 5",9,0,0,3,4,19,0,12,44,14,46,9,23,0,0,0,3,3,6,17,7,6,4,7,104,28,17,8,5,0,0,0
"G53003909503006","2000","Washington","53","Klickitat","039",,,"950300","6",,,"Block Group 6",8,9,3,10,8,9,7,4,53,8,39,10,51,5,9,0,3,2,5,11,5,3,12,10,57,21,40,4,46,7,4,0
"G53003909503007","2000","Washington","53","Klickitat","039",,,"950300","7",,,"Block Group 7",4,0,7,19,34,21,22,22,144,22,66,10,47,19,5,4,11,4,0,28,30,20,19,11,171,23,65,47,24,20,3,0
"G53004109701001","2000","Washington","53","Lewis","041",,,"970100","1",,,"Block Group 1",3,0,0,16,8,20,5,19,123,37,87,29,98,26,23,0,3,5,0,0,8,24,4,11,162,53,91,55,68,17,17,4
"G53004109701002","2000","Washington","53","Lewis","041",,,"970100","2",,,"Block Group 2",8,2,0,10,9,27,8,22,107,30,72,42,56,5,4,0,0,0,4,9,7,13,16,8,140,59,65,35,11,16,0,3
"G53004109702001","2000","Washington","53","Lewis","041",,,"970200","1",,,"Block Group 1",0,27,0,6,0,0,19,24,141,46,65,32,62,72,35,5,0,48,0,13,73,24,25,50,219,72,122,49,96,50,8,0
"G53004109702002","2000","Washington","53","Lewis","041",,,"970200","2",,,"Block Group 2",0,0,0,0,0,0,16,16,51,42,33,39,72,20,16,8,0,0,0,0,0,8,4,4,81,41,66,61,39,31,8,0
"G53004109703001","2000","Washington","53","Lewis","041",,,"970300","1",,,"Block Group 1",12,9,0,20,26,74,37,27,118,29,41,0,30,0,0,0,0,0,5,0,5,33,21,40,201,68,86,5,28,9,0,0
"G53004109703002","2000","Washington","53","Lewis","041",,,"970300","2",,,"Block Group 2",7,0,8,13,11,0,19,5,100,21,60,46,25,9,7,0,8,21,20,7,7,19,26,0,103,56,50,39,35,4,0,0
"G53004109703003","2000","Washington","53","Lewis","041",,,"970300","3",,,"Block Group 3",0,0,0,13,8,8,12,0,101,25,79,28,75,8,14,0,0,0,0,5,0,7,8,14,114,19,106,23,69,23,5,0
"G53004109703004","2000","Washington","53","Lewis","041",,,"970300","4",,,"Block Group 4",9,10,0,10,6,31,0,0,75,23,21,22,15,19,9,7,0,0,0,24,7,8,6,11,108,80,37,30,21,38,0,0
"G53004109704001","2000","Washington","53","Lewis","041",,,"970400","1",,,"Block Group 1",0,0,0,18,0,15,31,13,245,15,68,84,60,11,10,0,0,0,0,7,3,7,37,17,211,57,44,64,34,25,10,0
"G53004109704002","2000","Washington","53","Lewis","041",,,"970400","2",,,"Block Group 2",10,27,6,21,11,0,14,16,158,26,12,10,0,8,0,0,0,10,26,25,13,26,7,48,74,37,17,45,22,0,0,0
"G53004109704003","2000","Washington","53","Lewis","041",,,"970400","3",,,"Block Group 3",10,0,21,19,7,10,0,23,94,11,41,14,16,25,0,0,18,0,9,17,8,17,21,0,67,23,55,7,37,21,0,0
"G53004109704004","2000","Washington","53","Lewis","041",,,"970400","4",,,"Block Group 4",24,10,9,10,38,9,0,8,98,54,92,25,32,0,0,0,23,0,0,8,44,17,0,44,111,49,65,28,32,11,0,0
"G53004109705001","2000","Washington","53","Lewis","041",,,"970500","1",,,"Block Group 1",0,0,0,0,0,18,0,0,77,15,37,14,44,16,15,5,0,0,0,6,0,7,5,0,102,30,65,36,35,15,0,0
"G53004109705002","2000","Washington","53","Lewis","041",,,"970500","2",,,"Block Group 2",0,0,11,3,7,10,10,19,77,31,80,61,26,39,0,0,0,0,0,6,11,0,0,29,89,41,54,56,30,6,6,0
"G53004109706001","2000","Washington","53","Lewis","041",,,"970600","1",,,"Block Group 1",10,0,0,8,0,9,17,0,69,30,83,35,28,9,0,0,0,0,0,9,14,6,15,9,134,47,88,53,21,15,0,0
"G53004109706002","2000","Washington","53","Lewis","041",,,"970600","2",,,"Block Group 2",13,0,0,0,7,20,0,17,78,7,50,0,7,0,5,0,0,23,0,6,15,6,32,26,83,28,57,12,13,8,0,0
"G53004109707001","2000","Washington","53","Lewis","041",,,"970700","1",,,"Block Group 1",0,0,10,11,0,8,12,7,125,7,55,12,26,12,10,0,0,0,0,0,21,0,5,0,71,57,60,40,26,8,10,0
"G53004109707002","2000","Washington","53","Lewis","041",,,"970700","2",,,"Block Group 2",6,8,9,23,12,24,15,18,93,23,76,26,5,4,0,6,3,0,0,6,0,16,16,24,77,60,37,31,5,7,0,0
"G53004109707003","2000","Washington","53","Lewis","041",,,"970700","3",,,"Block Group 3",15,6,20,5,0,5,5,4,39,14,63,29,27,0,0,0,7,0,0,4,12,0,0,9,49,6,51,52,17,13,0,0
"G53004109707004","2000","Washington","53","Lewis","041",,,"970700","4",,,"Block Group 4",0,0,0,5,13,19,3,13,121,25,126,51,28,0,0,0,0,0,6,17,36,42,46,17,120,58,110,13,31,12,0,0
"G53004109708001","2000","Washington","53","Lewis","041",,,"970800","1",,,"Block Group 1",16,0,0,0,7,10,0,8,75,0,47,20,30,0,0,0,0,0,19,6,0,6,0,9,73,16,59,28,0,12,8,0
"G53004109708002","2000","Washington","53","Lewis","041",,,"970800","2",,,"Block Group 2",8,15,0,0,0,0,0,6,103,14,69,38,0,14,0,7,0,0,0,0,0,20,0,0,72,26,66,41,0,12,0,0
"G53004109708003","2000","Washington","53","Lewis","041",,,"970800","3",,,"Block Group 3",8,11,0,7,0,0,0,0,129,62,22,17,37,44,53,0,10,0,13,0,0,6,0,0,127,65,39,52,43,10,19,0
"G53004109708004","2000","Washington","53","Lewis","041",,,"970800","4",,,"Block Group 4",0,0,11,14,5,22,11,23,84,63,59,14,13,11,15,0,0,0,0,12,6,4,5,11,110,45,43,24,56,10,8,6
"G53004109709001","2000","Washington","53","Lewis","041",,,"970900","1",,,"Block Group 1",0,6,10,11,0,0,0,0,73,18,54,5,12,4,0,0,6,14,0,0,5,5,4,4,39,29,41,24,28,8,0,0
"G53004109709002","2000","Washington","53","Lewis","041",,,"970900","2",,,"Block Group 2",7,13,0,7,0,24,0,17,80,12,11,25,23,5,0,0,9,6,6,35,13,18,6,6,105,12,39,23,22,6,7,0
"G53004109710001","2000","Washington","53","Lewis","041",,,"971000","1",,,"Block Group 1",0,0,0,0,0,22,0,0,111,8,6,0,13,12,21,0,0,0,0,0,7,14,0,0,72,38,39,8,23,13,0,5
"G53004109710002","2000","Washington","53","Lewis","041",,,"971000","2",,,"Block Group 2",0,0,0,0,0,8,0,0,116,34,75,19,19,37,0,3,0,4,0,7,0,7,27,16,87,48,70,40,62,30,5,0
"G53004109710003","2000","Washington","53","Lewis","041",,,"971000","3",,,"Block Group 3",0,0,8,0,0,7,7,29,80,37,41,19,35,21,0,0,0,0,0,6,6,7,9,41,87,27,72,21,30,18,3,0
"G53004109711001","2000","Washington","53","Lewis","041",,,"971100","1",,,"Block Group 1",0,7,0,7,0,6,9,19,107,50,68,43,22,15,23,0,0,0,0,18,0,13,27,22,97,69,60,11,26,19,4,0
"G53004109711002","2000","Washington","53","Lewis","041",,,"971100","2",,,"Block Group 2",0,0,0,0,0,0,8,11,116,5,86,32,21,30,7,6,0,0,0,12,0,0,0,0,125,76,34,43,31,13,0,0
"G53004109711003","2000","Washington","53","Lewis","041",,,"971100","3",,,"Block Group 3",0,0,0,4,0,0,16,16,159,32,113,16,43,6,0,0,0,0,0,7,0,31,20,12,90,41,96,83,14,11,7,0
"G53004109712001","2000","Washington","53","Lewis","041",,,"971200","1",,,"Block Group 1",3,0,0,17,4,7,18,16,178,42,68,21,38,4,0,0,7,0,0,5,6,22,39,25,187,26,65,24,21,3,7,0
"G53004109712002","2000","Washington","53","Lewis","041",,,"971200","2",,,"Block Group 2",0,5,0,20,15,37,8,16,144,91,93,59,13,0,0,0,0,6,16,10,16,13,26,12,157,91,81,46,13,16,0,0
"G53004109713001","2000","Washington","53","Lewis","041",,,"971300","1",,,"Block Group 1",0,3,7,12,7,13,22,22,164,59,96,27,38,14,5,0,0,2,8,14,6,18,12,25,224,43,112,29,35,14,4,0
"G53004109713002","2000","Washington","53","Lewis","041",,,"971300","2",,,"Block Group 2",2,0,4,3,5,12,8,15,189,25,68,54,31,13,2,0,2,0,0,5,2,38,10,17,142,53,110,33,8,5,0,0
"G53004109713003","2000","Washington","53","Lewis","041",,,"971300","3",,,"Block Group 3",4,6,11,39,3,15,28,10,188,88,109,36,42,23,0,0,0,4,0,9,31,17,51,21,221,76,139,23,38,26,0,0
"G53004109714001","2000","Washington","53","Lewis","041",,,"971400","1",,,"Block Group 1",0,0,10,10,10,15,4,16,99,19,68,25,45,14,0,0,0,0,0,17,4,17,8,4,107,19,95,32,7,14,0,0
"G53004109714002","2000","Washington","53","Lewis","041",,,"971400","2",,,"Block Group 2",0,0,0,6,4,22,9,10,152,46,60,53,28,5,15,0,0,0,0,5,7,0,4,8,171,26,59,41,24,19,5,0
"G53004109715001","2000","Washington","53","Lewis","041",,,"971500","1",,,"Block Group 1",1,2,0,4,2,18,10,18,119,27,64,32,28,6,4,0,4,0,4,17,4,13,7,13,121,36,65,21,13,7,21,2
"G53004109715002","2000","Washington","53","Lewis","041",,,"971500","2",,,"Block Group 2",0,1,2,13,2,20,15,9,140,43,46,46,23,26,2,0,0,4,0,27,11,19,5,16,139,43,76,38,20,13,3,0
"G53004109715003","2000","Washington","53","Lewis","041",,,"971500","3",,,"Block Group 3",0,1,0,14,7,13,13,23,213,62,97,56,60,33,32,3,2,0,0,5,11,23,0,24,220,111,83,88,63,29,4,0
"G53004109715004","2000","Washington","53","Lewis","041",,,"971500","4",,,"Block Group 4",2,2,0,19,11,18,0,10,130,20,40,20,30,14,2,0,0,2,0,12,6,26,23,11,124,47,32,39,15,5,3,2
"G53004109715005","2000","Washington","53","Lewis","041",,,"971500","5",,,"Block Group 5",0,0,0,13,17,17,3,13,117,29,55,18,12,0,0,0,0,0,0,4,16,11,13,15,103,53,42,14,4,8,7,0
"G53004109716001","2000","Washington","53","Lewis","041",,,"971600","1",,,"Block Group 1",0,0,0,18,5,13,21,28,150,22,62,13,22,26,5,0,2,0,0,28,16,7,23,11,158,47,50,14,34,14,8,0
"G53004109716002","2000","Washington","53","Lewis","041",,,"971600","2",,,"Block Group 2",2,0,2,8,11,4,0,29,61,12,44,22,35,13,2,4,2,6,2,5,19,10,14,13,65,22,59,22,22,2,0,0
"G53004109716003","2000","Washington","53","Lewis","041",,,"971600","3",,,"Block Group 3",8,0,7,10,32,24,27,28,181,27,73,35,18,19,2,0,14,2,3,8,28,22,36,35,160,60,61,32,20,16,8,0
"G53004109717001","2000","Washington","53","Lewis","041",,,"971700","1",,,"Block Group 1",0,0,8,15,17,6,29,17,230,37,87,43,33,0,0,0,0,0,0,0,21,6,47,24,194,56,66,48,49,28,0,6
"G53004109717002","2000","Washington","53","Lewis","041",,,"971700","2",,,"Block Group 2",2,3,6,2,6,9,3,18,150,29,53,21,26,32,7,0,0,0,1,18,3,7,17,15,127,69,20,10,17,11,15,0
"G53004109717003","2000","Washington","53","Lewis","041",,,"971700","3",,,"Block Group 3",0,6,0,2,7,2,14,11,140,40,37,30,29,14,2,0,0,8,0,14,0,16,10,29,102,45,44,13,26,0,3,0
"G53004109717004","2000","Washington","53","Lewis","041",,,"971700","4",,,"Block Group 4",0,2,0,22,2,4,5,6,108,9,22,10,17,2,0,0,0,1,0,3,0,20,17,5,93,15,30,19,12,4,0,0
"G53004109718001","2000","Washington","53","Lewis","041",,,"971800","1",,,"Block Group 1",0,0,2,16,26,10,0,0,119,8,48,28,32,5,0,0,0,0,0,4,11,10,3,10,108,39,27,21,34,4,7,0
"G53004109718002","2000","Washington","53","Lewis","041",,,"971800","2",,,"Block Group 2",0,11,7,12,19,11,6,35,90,23,58,8,13,8,0,14,0,0,0,14,11,7,8,14,151,28,56,22,8,0,0,0
"G53004109718003","2000","Washington","53","Lewis","041",,,"971800","3",,,"Block Group 3",0,0,0,18,0,18,28,14,76,10,32,23,17,0,0,0,0,0,0,0,9,30,10,8,94,16,42,9,0,8,0,0
"G53004109718004","2000","Washington","53","Lewis","041",,,"971800","4",,,"Block Group 4",0,4,7,44,0,12,25,21,123,57,88,6,18,7,0,0,0,0,9,16,6,16,14,20,136,27,99,8,36,7,7,0
"G53004109719001","2000","Washington","53","Lewis","041",,,"971900","1",,,"Block Group 1",5,0,0,12,2,10,7,5,67,31,30,13,19,8,7,3,3,0,5,2,8,4,4,14,72,23,28,18,15,8,2,0
"G53004109719002","2000","Washington","53","Lewis","041",,,"971900","2",,,"Block Group 2",0,2,0,10,10,3,6,17,73,24,19,2,8,13,4,0,0,0,6,13,7,7,10,12,81,24,42,15,20,5,4,0
"G53004109719003","2000","Washington","53","Lewis","041",,,"971900","3",,,"Block Group 3",0,0,3,4,14,10,3,7,55,11,14,9,5,5,4,0,0,0,2,12,6,3,15,7,70,8,33,2,12,14,2,0
"G53004109719004","2000","Washington","53","Lewis","041",,,"971900","4",,,"Block Group 4",0,9,0,45,42,20,27,18,129,23,62,0,22,6,0,0,0,0,0,14,35,41,34,10,132,38,38,8,21,0,7,0
"G53004109720001","2000","Washington","53","Lewis","041",,,"972000","1",,,"Block Group 1",0,0,0,6,6,19,20,6,67,0,25,24,20,0,0,0,0,0,0,18,7,38,6,6,64,13,43,19,6,0,0,0
"G53004109720002","2000","Washington","53","Lewis","041",,,"972000","2",,,"Block Group 2",6,0,0,18,6,12,20,69,160,20,43,30,37,0,0,0,0,0,7,9,44,9,23,5,126,25,81,19,25,10,0,0
"G53004109720003","2000","Washington","53","Lewis","041",,,"972000","3",,,"Block Group 3",0,0,0,6,16,19,9,12,77,18,68,50,13,13,6,0,0,0,0,10,27,15,4,15,165,24,83,0,27,0,0,0
"G53004109720004","2000","Washington","53","Lewis","041",,,"972000","4",,,"Block Group 4",0,0,0,5,16,9,5,5,90,14,52,18,48,5,0,0,0,0,0,3,0,30,11,15,54,18,47,16,7,0,0,0
"G53004309601001","2000","Washington","53","Lincoln","043",,,"960100","1",,,"Block Group 1",2,0,0,20,14,8,5,0,85,24,29,33,47,11,9,0,8,0,0,13,20,15,6,26,140,32,62,20,49,12,2,7
"G53004309601002","2000","Washington","53","Lincoln","043",,,"960100","2",,,"Block Group 2",0,0,0,10,6,4,13,3,56,28,37,37,28,7,9,0,0,0,0,5,10,2,2,0,79,22,53,29,45,11,3,2
"G53004309602001","2000","Washington","53","Lincoln","043",,,"960200","1",,,"Block Group 1",0,0,0,8,3,8,13,9,62,28,27,29,51,21,4,0,0,0,0,0,0,6,0,19,43,29,50,14,49,3,0,0
"G53004309602002","2000","Washington","53","Lincoln","043",,,"960200","2",,,"Block Group 2",0,0,0,5,11,12,9,15,119,33,76,28,26,6,5,0,1,0,0,3,11,2,13,21,101,47,57,19,25,5,0,2
"G53004309602003","2000","Washington","53","Lincoln","043",,,"960200","3",,,"Block Group 3",0,0,2,6,0,14,0,3,80,19,80,31,52,8,7,0,0,0,0,3,0,0,4,4,128,21,75,24,70,5,3,0
"G53004309603001","2000","Washington","53","Lincoln","043",,,"960300","1",,,"Block Group 1",0,0,3,19,10,8,8,12,113,36,49,14,38,6,3,0,0,0,0,10,7,7,12,9,114,36,64,21,35,4,4,0
"G53004309603002","2000","Washington","53","Lincoln","043",,,"960300","2",,,"Block Group 2",0,0,0,6,9,8,3,2,66,31,74,50,51,6,0,0,4,0,0,8,0,4,5,10,95,24,80,15,38,9,4,0
"G53004309603003","2000","Washington","53","Lincoln","043",,,"960300","3",,,"Block Group 3",4,0,2,2,2,12,8,9,110,13,58,33,51,11,5,0,2,0,0,6,8,3,7,9,154,46,47,30,48,4,2,0
"G53004309604001","2000","Washington","53","Lincoln","043",,,"960400","1",,,"Block Group 1",8,1,6,15,0,13,11,11,101,26,67,28,48,10,4,0,2,0,0,7,9,0,0,5,85,62,70,37,53,17,0,0
"G53004309604002","2000","Washington","53","Lincoln","043",,,"960400","2",,,"Block Group 2",3,0,1,13,15,7,14,17,112,24,64,26,48,14,4,0,3,0,1,8,6,6,14,29,134,61,55,21,40,11,5,0
"G53004309604003","2000","Washington","53","Lincoln","043",,,"960400","3",,,"Block Group 3",0,0,0,16,1,11,9,12,121,40,51,18,61,20,4,13,0,0,0,6,2,9,13,19,127,15,92,26,52,26,2,2
"G53004509601001","2000","Washington","53","Mason","045",,,"960100","1",,,"Block Group 1",0,0,0,0,0,6,5,0,29,3,15,12,11,5,6,0,0,0,0,6,5,0,0,0,38,13,16,12,9,5,0,0
"G53004509601002","2000","Washington","53","Mason","045",,,"960100","2",,,"Block Group 2",0,0,0,5,0,2,0,9,82,16,33,7,3,3,0,0,0,0,0,4,3,0,0,6,65,20,11,7,7,2,9,0
"G53004509602001","2000","Washington","53","Mason","045",,,"960200","1",,,"Block Group 1",0,0,0,13,13,24,20,0,141,39,115,14,158,41,0,0,0,0,0,0,0,45,8,18,260,69,95,24,50,35,0,0
"G53004509602002","2000","Washington","53","Mason","045",,,"960200","2",,,"Block Group 2",5,0,0,8,8,24,9,25,201,6,64,23,58,15,0,0,0,0,0,7,18,18,23,38,140,38,97,17,8,0,9,0
"G53004509602003","2000","Washington","53","Mason","045",,,"960200","3",,,"Block Group 3",0,0,3,20,5,25,47,20,151,60,43,40,16,6,5,0,0,2,7,7,2,28,21,9,165,55,62,21,29,5,0,0
"G53004509602004","2000","Washington","53","Mason","045",,,"960200","4",,,"Block Group 4",0,0,0,0,0,0,0,0,5,4,9,0,4,0,0,8,0,0,0,0,0,0,0,6,10,4,0,6,16,8,0,0
"G53004509602005","2000","Washington","53","Mason","045",,,"960200","5",,,"Block Group 5",0,5,6,0,0,20,0,20,104,15,20,22,25,0,0,0,0,5,0,0,0,5,32,37,52,70,25,41,16,6,0,0
"G53004509603001","2000","Washington","53","Mason","045",,,"960300","1",,,"Block Group 1",0,0,6,0,8,6,7,19,161,55,102,41,32,15,5,0,0,0,6,0,0,22,5,39,157,22,140,34,43,31,0,0
"G53004509603002","2000","Washington","53","Mason","045",,,"960300","2",,,"Block Group 2",6,0,14,0,14,11,12,16,267,70,133,39,58,13,0,0,5,0,0,16,5,16,14,17,209,85,138,34,43,8,0,0
"G53004509603003","2000","Washington","53","Mason","045",,,"960300","3",,,"Block Group 3",0,0,0,5,6,0,23,7,62,36,26,18,36,7,6,6,0,0,0,0,18,6,0,17,61,21,30,27,29,12,6,0
"G53004509603004","2000","Washington","53","Mason","045",,,"960300","4",,,"Block Group 4",0,0,0,5,11,10,0,12,109,44,44,15,16,0,0,0,0,6,0,4,0,19,15,6,59,24,64,13,5,14,4,6
"G53004509603005","2000","Washington","53","Mason","045",,,"960300","5",,,"Block Group 5",0,0,0,0,0,6,0,0,88,15,22,18,29,0,0,22,0,0,0,0,0,0,6,7,106,5,27,23,10,7,0,0
"G53004509604001","2000","Washington","53","Mason","045",,,"960400","1",,,"Block Group 1",0,0,0,0,11,21,10,20,99,40,113,62,37,15,0,0,0,8,0,8,0,6,24,18,102,80,74,42,35,20,0,0
"G53004509604002","2000","Washington","53","Mason","045",,,"960400","2",,,"Block Group 2",7,8,0,5,6,0,7,0,89,6,23,15,33,0,6,0,7,7,0,0,10,16,7,14,74,0,9,31,11,6,8,0
"G53004509604003","2000","Washington","53","Mason","045",,,"960400","3",,,"Block Group 3",0,0,0,0,9,9,9,15,91,36,93,34,61,7,8,0,0,0,0,0,9,7,6,21,101,22,104,40,36,10,0,0
"G53004509604004","2000","Washington","53","Mason","045",,,"960400","4",,,"Block Group 4",0,0,0,0,8,9,0,8,128,42,106,33,115,0,6,0,0,0,0,0,6,19,0,46,172,33,85,29,55,10,0,0
"G53004509604005","2000","Washington","53","Mason","045",,,"960400","5",,,"Block Group 5",0,0,0,3,2,0,0,2,24,6,25,10,42,34,9,0,0,0,0,2,2,0,17,0,50,13,31,11,49,6,12,0
"G53004509604006","2000","Washington","53","Mason","045",,,"960400","6",,,"Block Group 6",0,0,0,2,0,21,15,11,76,22,46,22,33,13,9,3,0,0,2,3,7,4,23,7,84,19,24,22,38,7,0,0
"G53004509604007","2000","Washington","53","Mason","045",,,"960400","7",,,"Block Group 7",0,0,0,0,3,0,0,3,30,18,19,22,16,14,6,7,0,0,0,0,0,0,1,3,44,8,35,6,14,18,3,2
"G53004509605001","2000","Washington","53","Mason","045",,,"960500","1",,,"Block Group 1",0,0,0,0,0,3,0,11,81,20,55,11,60,0,5,6,0,0,0,0,0,0,0,6,118,38,45,0,32,0,0,0
"G53004509605002","2000","Washington","53","Mason","045",,,"960500","2",,,"Block Group 2",0,0,0,6,0,3,0,22,73,34,89,14,64,6,8,0,0,0,0,2,3,2,11,7,87,40,111,33,45,5,0,0
"G53004509605003","2000","Washington","53","Mason","045",,,"960500","3",,,"Block Group 3",0,0,0,0,0,14,0,0,89,8,75,15,29,14,0,0,0,0,0,5,0,6,8,0,73,18,75,36,38,7,8,0
"G53004509605004","2000","Washington","53","Mason","045",,,"960500","4",,,"Block Group 4",0,0,0,0,10,0,19,8,190,66,121,9,25,37,9,6,0,0,8,17,0,0,0,15,95,85,138,51,43,27,0,0
"G53004509606001","2000","Washington","53","Mason","045",,,"960600","1",,,"Block Group 1",0,0,33,72,112,135,87,54,418,181,206,47,52,12,0,0,0,0,0,4,0,16,5,0,18,14,4,5,15,0,0,0
"G53004509606002","2000","Washington","53","Mason","045",,,"960600","2",,,"Block Group 2",0,0,0,14,3,7,13,13,175,22,49,24,56,35,13,4,0,0,0,10,15,13,38,27,144,45,70,36,63,56,5,0
"G53004509606003","2000","Washington","53","Mason","045",,,"960600","3",,,"Block Group 3",0,0,0,0,0,6,19,18,181,13,63,14,21,0,8,0,0,0,0,0,8,6,9,9,174,42,117,24,12,7,8,0
"G53004509607001","2000","Washington","53","Mason","045",,,"960700","1",,,"Block Group 1",9,0,24,0,9,5,7,49,80,7,53,36,0,4,0,0,0,0,16,5,0,11,10,5,65,20,50,17,21,13,0,0
"G53004509607002","2000","Washington","53","Mason","045",,,"960700","2",,,"Block Group 2",0,0,8,31,0,16,0,17,59,29,39,28,15,0,0,0,0,6,12,8,0,0,20,8,72,31,40,27,12,6,0,0
"G53004509608001","2000","Washington","53","Mason","045",,,"960800","1",,,"Block Group 1",15,0,0,24,27,0,20,6,122,27,61,12,83,22,0,6,0,0,0,18,26,3,22,23,172,17,137,14,66,4,0,0
"G53004509608002","2000","Washington","53","Mason","045",,,"960800","2",,,"Block Group 2",0,0,0,12,7,5,18,27,53,9,36,11,33,11,0,8,6,0,7,14,12,4,26,32,154,25,61,8,26,14,0,0
"G53004509608003","2000","Washington","53","Mason","045",,,"960800","3",,,"Block Group 3",0,0,6,8,0,0,6,0,106,23,50,22,15,4,0,0,0,0,0,6,7,11,0,5,125,15,40,3,17,3,4,10
"G53004509608004","2000","Washington","53","Mason","045",,,"960800","4",,,"Block Group 4",3,0,4,7,5,5,0,26,78,12,46,19,22,0,0,0,0,0,0,8,18,7,8,15,91,15,82,0,10,0,6,0
"G53004509609001","2000","Washington","53","Mason","045",,,"960900","1",,,"Block Group 1",4,0,12,7,2,5,10,18,75,10,46,18,12,0,0,0,0,0,0,0,6,3,0,4,58,31,29,26,49,0,0,6
"G53004509609002","2000","Washington","53","Mason","045",,,"960900","2",,,"Block Group 2",0,0,6,47,6,5,8,21,88,36,39,43,27,13,0,0,0,0,0,6,23,0,3,0,116,38,55,52,31,0,0,0
"G53004509609003","2000","Washington","53","Mason","045",,,"960900","3",,,"Block Group 3",7,0,0,3,0,9,20,14,102,39,93,17,58,18,4,14,7,0,0,3,11,25,7,32,119,71,71,26,60,15,0,0
"G53004509609004","2000","Washington","53","Mason","045",,,"960900","4",,,"Block Group 4",6,0,15,17,6,0,5,0,49,18,26,25,16,7,0,0,0,0,14,11,18,14,4,8,40,69,28,26,20,0,6,0
"G53004509610001","2000","Washington","53","Mason","045",,,"961000","1",,,"Block Group 1",7,0,0,0,7,8,0,0,87,14,57,0,20,6,6,0,7,0,0,0,9,7,0,0,76,33,39,6,14,23,6,0
"G53004509610002","2000","Washington","53","Mason","045",,,"961000","2",,,"Block Group 2",3,0,3,7,20,19,22,22,158,70,76,25,85,15,9,0,0,0,4,0,17,25,13,4,182,37,78,69,72,12,5,0
"G53004509610003","2000","Washington","53","Mason","045",,,"961000","3",,,"Block Group 3",0,0,5,0,0,2,7,24,201,37,73,46,63,20,14,0,0,0,0,13,0,11,0,11,159,39,104,54,45,20,0,0
"G53004509610004","2000","Washington","53","Mason","045",,,"961000","4",,,"Block Group 4",0,0,0,0,3,5,13,8,32,31,30,5,79,19,12,6,0,0,0,4,0,0,0,0,99,16,63,23,45,54,6,7
"G53004509611001","2000","Washington","53","Mason","045",,,"961100","1",,,"Block Group 1",0,0,0,22,13,0,7,0,101,15,71,54,52,60,0,0,8,0,0,0,0,10,6,0,130,33,68,15,82,71,0,0
"G53004509611002","2000","Washington","53","Mason","045",,,"961100","2",,,"Block Group 2",0,0,6,6,17,16,32,8,217,53,113,53,47,0,0,0,0,10,6,27,19,14,44,47,200,96,81,26,26,6,0,0
"G53004509611003","2000","Washington","53","Mason","045",,,"961100","3",,,"Block Group 3",0,0,0,15,0,14,0,16,45,7,36,28,0,7,0,0,0,9,0,7,0,7,6,7,61,32,34,23,6,7,14,0
"G53004509611004","2000","Washington","53","Mason","045",,,"961100","4",,,"Block Group 4",0,0,0,6,12,6,7,29,67,50,33,25,19,20,0,0,0,0,0,5,11,6,11,28,84,52,7,7,11,17,6,0
"G53004509611005","2000","Washington","53","Mason","045",,,"961100","5",,,"Block Group 5",0,0,0,5,7,7,10,10,103,42,21,13,5,0,0,5,0,0,2,0,3,6,0,0,66,30,25,23,23,10,0,0
